                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1785,                 3.3069,                 1.7267,                0.57595,                0.21631,                 0.2196,                0.11067,                 2.1101,                 2.6518,                 1.6343,             0.00025585,             0.00025585,             0.00025585
                      2,                 2.0043,                 2.4434,                 1.5653,                0.46374,                0.25569,                0.25208,                 0.1268,                 2.0366,                 2.4083,                 1.5251,             0.00025635,             0.00025635,             0.00025635
